"journal_name.keyword: Descending",Count
"Scandinavian Journal of Management",2551
"Critical Perspectives on Accounting",2550
"Yearbook of Surgery",2550
"Public Health Nutrition",2549
"Transactions of the American Institute of Electrical Engineers. Part III: Power Apparatus and Systems",2549
"DNA Repair",2548
"Journal of Environmental Chemical Engineering",2548
"Journal d'Analyse Mathématique",2547
"Organizational Dynamics",2547
"Explorations in Economic History",2546
"Journal of Wound, Ostomy and Continence Nursing",2546
"PLOS Computational Biology",2544
"Pharmazie in unserer Zeit",2544
"Anthropology Today",2543
"The European Physical Journal Applied Physics",2543
"Bird Study",2542
"International Journal of Gynecological Pathology",2542
"Journal of Christian Nursing",2541
"International Journal of Greenhouse Gas Control",2540
"Journal of the Indian Society of Remote Sensing",2540
RNA,2538
"Advances in Mechanical Engineering",2537
"Journal of Atmospheric and Oceanic Technology",2537
"Veterinary Clinical Pathology",2537
"Canadian Journal of Biochemistry",2536
"Huisarts en wetenschap",2535
"Science in China Series A: Mathematics",2535
"Wireless Communications and Mobile Computing",2535
"Research in Experimental Medicine",2534
"Statistical Papers",2534
"Journal of Oceanography",2532
"Petroleum Science and Technology",2532
"Qualitative Health Research",2532
"Virchows Archiv B Cell Pathology Including Molecular Pathology",2532
"Yearbook of Pediatrics",2532
"Insect Biochemistry",2531
"JAMA Dermatology",2531
"Macromolecular Bioscience",2529
"American Journal of Physiology-Legacy Content",2528
"IMA Journal of Numerical Analysis",2528
"QRB - Quality Review Bulletin",2528
"South African Forestry Journal",2528
"Wilderness & Environmental Medicine",2525
"Alzheimer Disease & Associated Disorders",2524
Minerva,2524
"The Journal of Hand Surgery: Journal of the British Society for Surgery of the Hand",2524
"Race & Class",2522
"Scottish Journal of Political Economy",2522
"Fatigue & Fracture of Engineering Materials and Structures",2521
"BMC Plant Biology",2520
"Behavioral Science",2520
Ethnomusicology,2520
"Mathematical Geology",2520
"Molecular Plant-Microbe Interactions",2520
"Europe-Asia Studies",2519
"Review of Income and Wealth",2519
"Chinese Journal of Cancer Research",2518
"Digital Signal Processing",2518
"Poetics Today",2518
"AJP: Gastrointestinal and Liver Physiology",2517
"Clinical Drug Investigation",2516
"Computer Vision, Graphics, and Image Processing",2515
"The Journals of Gerontology Series A: Biological Sciences and Medical Sciences",2515
"Journal of Esthetic and Restorative Dentistry",2514
"Canadian Journal of Statistics",2513
"Current Opinion in Colloid & Interface Science",2513
"Pathologie Biologie",2513
"Russian Journal of Physical Chemistry A",2513
"The Joint Commission Journal on Quality Improvement",2512
"Interdisciplinary Studies in Literature and Environment",2510
"International Journal of Communication Systems",2510
"Queueing Systems",2510
"Marine Drugs",2509
"Medicine - Programa de Formación Médica Continuada Acreditado",2509
"Journal of Surgical Education",2508
"SEMERGEN - Medicina de Familia",2508
"Small Business Economics",2508
"Applied Physics A Solids and Surfaces",2507
"Journal of Earth System Science",2506
"Journal of Porous Materials",2505
Metaphilosophy,2505
"Pulmonary Pharmacology & Therapeutics",2505
"Zeitschrift für Evangelische Ethik",2505
Electrochemistry,2504
"Fertilizer Research",2504
"AAP Grand Rounds",2502
"Canadian Journal of African Studies / Revue Canadienne des Études Africaines",2501
"Acta Pharmacologica Sinica",2500
"Environment and Planning C: Government and Policy",2500
"Journal of the Chinese Medical Association",2500
"Global Heart",2499
"International Studies",2499
"International Journal of Hyperthermia",2498
"Journal of Neuroscience Nursing",2497
"Journal of Public Health Management and Practice",2497
Vegetatio,2497
"Zeitschrift f�r Wahrscheinlichkeitstheorie und Verwandte Gebiete",2495
"Journal of Pediatric Oncology Nursing",2494
"Regional Science and Urban Economics",2494
"Sociological Inquiry",2494
"ISIJ International",2492
"Journal of Forestry Research",2492
"The British Accounting Review",2491
"European Transactions on Telecommunications",2490
"Seminars in Reproductive Medicine",2490
"Biotechnology Techniques",2489
"Journal of Translational Medicine",2489
"Review of African Political Economy",2489
Autoimmunity,2488
"The Journal of Clinical Hypertension",2488
"Clinical and Experimental Nephrology",2486
"Feddes Repertorium",2486
"Journal of Pharmacological Sciences",2486
"PROCEEDINGS OF CIVIL ENGINEERING IN THE OCEAN",2486
"Law and Human Behavior",2485
"Government and Opposition",2484
"Journal of the American Society for Information Science and Technology",2484
"Renal Failure",2484
"Fire and Materials",2483
"Government Information Quarterly",2483
"Journal of Irrigation and Drainage Engineering",2483
"American Journal of Pharmaceutical Education",2482
"Journal of Geophysical Research: Planets",2482
"Journal of Natural Gas Science and Engineering",2481
"The International Journal of the History of Sport",2481
"Numerical Methods for Partial Differential Equations",2480
"Médecine Nucléaire",2478
"Science China Information Sciences",2477
"Journal of Computational and Theoretical Nanoscience",2476
"Journal of Public Health Policy",2475
"Hematological Oncology",2474
"Telematics and Informatics",2474
"Transactions of the New York Academy of Sciences",2473
"Journal of Membrane Biology",2472
"Oral Oncology Supplement",2472
"Therapeutic Apheresis and Dialysis",2471
"Uniform Law Review - Revue de droit uniforme",2471
"New Directions for Adult and Continuing Education",2470
"British Yearbook of International Law",2469
Chemotherapy,2467
"Molecular and General Genetics MGG",2467
Publizistik,2467
"Antimicrobial Agents and Chemotherapy",2466
"Celestial Mechanics",2466
"Industrial Relations Journal",2466
"Journal of the American Podiatric Medical Association",2466
"Acta Diabetologica",2465
"Facial Plastic Surgery",2465
"Veterinary Clinics of North America: Small Animal Practice",2465
"Langenbecks Archiv f�r Klinische Chirurgie",2464
"SIAM Journal on Computing",2464
"Metabolic Brain Disease",2463
"Plant Foods for Human Nutrition",2463
"Seminars in Liver Disease",2463
"The Kaohsiung Journal of Medical Sciences",2463
"Yearbook of Psychiatry and Applied Mental Health",2463
Herz,2462
Orbit,2462
"Canadian Journal of Genetics and Cytology",2460
"Educational Technology Research and Development",2460
"Journal for the Study of the Old Testament",2458
"Archives of Andrology",2457
"British Corrosion Journal",2457
"Connective Tissue Research",2456
"Cancer Biology & Therapy",2455
"Japanese Journal of Medicine",2455
"Peace Review",2455
"Plant Signaling & Behavior",2455
"Natural Resources Forum",2454
"International Journal of Medical Microbiology",2453
"Oral Diseases",2453
"Expert Opinion on Investigational Drugs",2451
"L'Actualité économique",2450
"Brain Stimulation",2448
"Literary and Linguistic Computing",2448
"Environmental Geochemistry and Health",2447
"European Journal of Pain Supplements",2447
"Journal of the A.I.E.E.",2447
"Current Opinion in Obstetrics and Gynecology",2446
"High Pressure Research",2446
Poetics,2446
"Science Bulletin",2446
"Sociological Forum",2446
"Health Care for Women International",2445
"National Institute Economic Review",2445
"Evidence-based Cardiovascular Medicine",2444
"Side Effects of Drugs Annual",2444
"Sociologie du Travail",2443
"Nature Photonics",2442
"Noûs",2442
"Bulletin of the International Association of Engineering Geology",2441
"American Journal of Hospice and Palliative Medicine",2439
"The Metropolitan Museum of Art Bulletin",2439
"Environmental Research Letters",2438
"Journal of Vinyl and Additive Technology",2438
"Water Environment Research",2437
"Evolutionary Ecology",2436
"Journal of Vertebrate Paleontology",2436
"Contemporary Clinical Trials",2435
"The International Journal of Robotics Research",2435
"Annual Review of Medicine",2434
Sadhana,2434
"The Journal of Foot and Ankle Surgery",2434
"Australian Journal of Chemistry",2433
"BUNSEKI KAGAKU",2433
"Taiwanese Journal of Obstetrics and Gynecology",2433
"Molecular Ecology Notes",2432
"Russian Journal of Inorganic Chemistry",2432
"International Journal of Clinical and Experimental Hypnosis",2429
"Lab Animal",2429
"Industry and Higher Education",2428
JuristenZeitung,2428
"The Journal of The Textile Institute",2428
"Journal of Psychoactive Drugs",2427
"Revue Française d'Allergologie",2427
"Yearbook of Cardiology",2427
"International Journal of Applied Earth Observation and Geoinformation",2426
"Nanomedicine: Nanotechnology, Biology and Medicine",2426
"Biochemical Medicine",2424
"International Journal of Adaptive Control and Signal Processing",2424
"IEE Proceedings - Optoelectronics",2423
"Russian Education & Society",2423
Interchange,2422
"Techniques in Coloproctology",2422
"IEEE Transactions on Dielectrics and Electrical Insulation",2421
"Foot and Ankle Surgery",2420
"Journal of Conflict Resolution",2420
"Psychoanalytic Inquiry",2420
"Diabetes Technology & Therapeutics",2419
"China Report",2418
Neuropathology,2418
"Zisin (Journal of the Seismological Society of Japan. 2nd ser.)",2418
"The Journal of Rural Health",2417
Nanomaterials,2416
"Seminars in Interventional Radiology",2415
"Journal of Construction Engineering and Management",2413
"Journal of Environmental Science and Health, Part A",2413
"Journal of Theoretical Probability",2413
"Nature Chemistry",2413
"Astronomische Nachrichten: A Journal on all Fields of Astronomy",2412
"Transportation Research Part E: Logistics and Transportation Review",2409
"Applied Linguistics",2408
"IETE Journal of Education",2408
"Educational Philosophy and Theory",2406
"IDS Bulletin",2406
"Thrombosis and Haemostasis",2406
"China Economic Review",2404
"Milton Quarterly",2404
"Political Psychology",2404
"Pflügers Archiv für die Gesamte Physiologie des Menschen und der Tiere",2402
"European Journal of Cancer Prevention",2401
"Journal of Medicinal Food",2401
"The Year’s Work in Modern Language Studies",2401
Aphasiology,2400
"Journal of Atmospheric Chemistry",2399
"Human Vaccines & Immunotherapeutics",2397
"Proceedings of the Physical Society. Section A",2397
"American Journal of Therapeutics",2396
"Applied Scientific Research",2396
"Journal of Biomedical Science",2396
"Quality & Quantity",2396
Haematologica,2395
"Botanica Marina",2393
"International Journal of the Sociology of Language",2393
"Accounting and Business Research",2392
Ecosystems,2392
"Zeitschrift für Klassische Homöopathie",2392
Ethics,2391
"French Studies Bulletin",2391
"Teaching Statistics",2390
"Cerebrovascular Diseases",2388
"Medical Anthropology Quarterly",2388
"Indian Journal of Clinical Biochemistry",2387
"J. Mater. Chem. A",2387
"Journal of Islamic Studies",2386
"Operative Techniques in Orthopaedics",2386
"Phi Delta Kappan",2386
Tellus,2386
"The Arts in Psychotherapy",2386
"Mineralogical Magazine",2385
"Wiener Medizinische Wochenschrift",2385
"Oral Oncology",2384
"Strategic Analysis",2384
"Communications in Numerical Methods in Engineering",2383
"Comparative Clinical Pathology",2382
"Journal of Religion and Health",2382
"Sensors and Actuators",2381
"Monatshefte für Mathematik",2380
"AAPS PharmSciTech",2378
"Aquaculture International",2378
"Notes and Records of the Royal Society",2377
"Clinical Autonomic Research",2376
"Geriatric Nursing",2374
"Social Compass",2374
"Current Obstetrics & Gynaecology",2370
"Powder Metallurgy",2370
"Progress in Surface Science",2370
"Tropical Medicine & International Health",2369
physiopraxis,2369
"BMC Pregnancy and Childbirth",2367
"Employment Relations Today",2367
"Journal of Aesthetic Education",2366
"Nano Research",2366
"Oxford Art Journal",2366
Retrovirology,2366
"The Irish Journal of Medical Science",2366
"International Journal of Precision Engineering and Manufacturing",2365
"Journal of Business Venturing",2365
"Medical Microbiology and Immunology",2365
"Neurology Today",2365
"Journal of Diabetes and its Complications",2364
"Journal of Freshwater Ecology",2364
"Environmental and Resource Economics",2363
"Experimental Hematology",2363
"JAMA Surgery",2363
"American Pharmacy",2362
"Journal of the Textile Institute",2361
"American Journal of Orthodontics and Oral Surgery",2360
"European Journal of Integrative Medicine",2360
"IEEE Transactions on Wireless Communications",2360
"JBIC Journal of Biological Inorganic Chemistry",2360
"Journal of Genetic Counseling",2360
"Celestial Mechanics and Dynamical Astronomy",2359
"Journal of Solar Energy Engineering",2359
"Journal of Forecasting",2358
"Plastics, Additives and Compounding",2357
"The Journal of the American Board of Family Medicine",2356
"Journal of Semiconductors",2355
"Plant, Cell & Environment",2355
"Progress in Brain Research",2355
"Current Problems in Surgery",2354
"Fett Wissenschaft Technologie/Fat Science Technology",2354
Combinatorica,2353
"Journal of Urban Economics",2353
"Sozial Extra",2353
"Journal of Food Process Engineering",2352
"Transportation Research Part C: Emerging Technologies",2352
"Infectious Diseases in Clinical Practice",2351
"Journal of Carbohydrate Chemistry",2351
"Symposium: A Quarterly Journal in Modern Literatures",2351
"Bulletin of the American Schools of Oriental Research",2350
"International Journal of Radiation Applications and Instrumentation. Part C. Radiation Physics and Chemistry",2350
"Journal of Accounting Research",2350
"Mineralogy and Petrology",2350
Tribology,2350
"Journal of Comparative Neurology",2349
"Clinical Research in Cardiology",2348
"Education 3-13",2348
"Journal of Medicine and Philosophy",2348
"Il Nuovo Cimento C",2347
"Neurocritical Care",2347
"Journal of Ambulatory Care Management",2346
"Psychotherapy and Psychosomatics",2346
"Australian Journal of Education",2345
Cancers,2345
"Journal of Structural and Construction Engineering (Transactions of AIJ)",2345
"Literature and Theology",2345
"Toxicology and Industrial Health",2344
"Ecology of Food and Nutrition",2343
"Pathology & Oncology Research",2343
"Monthly Notices of the Royal Astronomical Society: Letters",2342
"Sociology of Religion",2341
"IEEE Industry Applications Magazine",2340
"JAMA Pediatrics",2340
"IEEE Control Systems Magazine",2339
"Learning and Instruction",2339
"International Journal of Refugee Law",2338
"Chinese Journal of Integrative Medicine",2337
"Journal of Cluster Science",2336
"Journal of Environmental Economics and Management",2336
"Ore Geology Reviews",2336
"Scandinavian Journal of Medicine & Science in Sports",2336
"Acta Clinica Belgica",2335
"Veterinary Nursing Journal",2335
"IEE Proceedings - Vision, Image, and Signal Processing",2332
Toxins,2330
"European Journal of Cancer (1965)",2328
"Legal Medicine",2328
"The Canadian Geographer/Le Géographe canadien",2328
"The Journal of Business Education",2328
"English for Specific Purposes",2327
"IEEE Transactions on Circuits and Systems for Video Technology",2327
"Actas Dermo-Sifiliográficas (English Edition)",2326
"Cell Host & Microbe",2326
"IEE Proceedings - Science, Measurement and Technology",2326
"Journal of Electronic Testing",2326
"Nursing Forum",2326
"Cancer Cell",2325
"The Quarterly Review of Economics and Finance",2325
"Chemical Society Reviews",2324
"ZAMP Zeitschrift f�r angewandte Mathematik und Physik",2324
"Nuclear Data Sheets",2323
"Seminars in Ultrasound, CT and MRI",2322
"Environmental Science & Policy",2321
"International Journal of Paediatric Dentistry",2320
"Architectural Science Review",2318
"Frontiers in Endocrinology",2318
"Industrial and Commercial Training",2318
"Journal of American College Health",2318
"Science and Engineering Ethics",2318
"Archiv f�r Klinische und Experimentelle Dermatologie",2317
"Depression and Anxiety",2317
"The American Journal of Tropical Medicine and Hygiene",2317
"JETP Letters",2316
"Allergo Journal",2315
"Macromolecular Materials and Engineering",2315
"Journal of Curriculum Studies",2314
"Journal of Orthopaedic Nursing",2314
"Nursing Ethics",2314
"Journal of Acupuncture and Tuina Science",2313
"Journal of Contemporary Asia",2313
"Philosophy of the Social Sciences",2313
"Biological Reviews",2312
"Food and Bioprocess Technology",2312
"Progress in Lipid Research",2312
"The Journal of Horticultural Science and Biotechnology",2312
"California Law Review",2311
"Death Studies",2311
"Research in Science Education",2311
"Commonwealth Law Bulletin",2309
"IEEE Geoscience and Remote Sensing Letters",2309
"Annales de Pathologie",2308
"Science Activities: Classroom Projects and Curriculum Ideas",2308
"FEMS Yeast Research",2307
"Journal of Clinical Child Psychology",2307
"Theatre Survey",2307
"Journal of Religious History",2306
"Steel Research",2306
"Contributions to Indian Sociology",2305
"Journal of Colloid Science",2304
"Performance Improvement",2304
"Nature Protocols",2303
"European Journal of Ultrasound",2302
"Neuro-Ophthalmology",2302
"Quantum Information Processing",2302
"ACC Current Journal Review",2301
Collegian,2301
"Optometry - Journal of the American Optometric Association",2301
"SIAM Journal on Discrete Mathematics",2301
"Calculus of Variations and Partial Differential Equations",2300
"Plant Cell, Tissue and Organ Culture (PCTOC)",2299
"The European Physical Journal E",2299
"Aktuelle Dermatologie",2298
"Research Quarterly. American Association for Health, Physical Education and Recreation",2298
"PROCEEDINGS OF THE JAPANESE CONFERENCE ON COASTAL ENGINEERING",2296
"Current Opinion in Chemical Biology",2295
"European Journal of Pharmacology: Molecular Pharmacology",2295
"Journal of the Chemical Society D: Chemical Communications",2295
"Mineralium Deposita",2295
"Soziologische Revue",2295
"American Fern Journal",2293
"Bulletin of the Academy of Sciences, USSR Division of Chemical Science",2293
"Journal of Hand Surgery (European Volume)",2293
"Scandinavian Journal of Forest Research",2293
"The Journal of Criminal Law and Criminology (1973-)",2293
"Zeitschrift für angewandte Mathematik und Physik",2293
"Earth, Moon, and Planets",2291
"Procedia Manufacturing",2291
"Theory, Culture & Society",2290
"Zentralblatt für Chirurgie",2290
"Fette und Seifen",2289
"Journal of Career Development",2289
"Journal of Applied Econometrics",2288
"Applied Physics B Photophysics and Laser Chemistry",2286
"Growth and Change",2286
"R&D Management",2286
"Systematic Botany",2286
"The Annals of Statistics",2285
Oncotarget,2282
"Archives Internationales de Physiologie et de Biochimie",2281
"Maritime Policy & Management",2281
"Zoologica Scripta",2281
"Cell Biology and Toxicology",2280
"Clinical & Experimental Ophthalmology",2280
"Reaction Kinetics & Catalysis Letters",2280
"Museum International (Edition Francaise)",2279
"Journal of Vibration and Control",2277
"Phytochemical Analysis",2277
"Canadian Journal of Ophthalmology / Journal Canadien d'Ophtalmologie",2276
"Progress in Photovoltaics: Research and Applications",2276
"Transactions of the Kansas Academy of Science (1903-)",2276
"European Journal of Political Economy",2275
"Nationalities Papers",2275
"Pacific-Basin Finance Journal",2275
"Proceedings of the Institution of Mechanical Engineers, Part B: Journal of Engineering Manufacture",2274
"Soil Use and Management",2274
"Journal of Biomedical Optics",2273
"Arabian Journal of Chemistry",2272
"European Heart Journal - Cardiovascular Imaging",2271
"Innovations in Education & Training International",2271
"Yonsei Medical Journal",2271
PharmacoResources,2270
"Biotechnology & Biotechnological Equipment",2269
"Crop Science",2269
"FMC - Formación Médica Continuada en Atención Primaria",2267
"International Advances in Economic Research",2267
"Journal of Health Psychology",2267
"The Journal of Creative Behavior",2267
"Algebra and Logic",2265
"Food Science and Biotechnology",2264
"Library Review",2264
"Zeitschrift für Untersuchung der Lebensmittel",2264
"International Journal of Game Theory",2263
"NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI",2263
"Labor History",2261
"Doklady Physics",2259
"Photodiagnosis and Photodynamic Therapy",2259
"International Journal of Impotence Research",2258
"Langenbecks Archiv für Chirurgie",2257
"Mutation Research/DNA Repair",2257
"Autoimmunity Reviews",2255
Stimulus,2255
"The Yale Review",2255
AGE,2253
"European Journal of Medical Genetics",2253
"Journal of Wood Science",2252
"Military Medicine",2252
"JAMA Neurology",2251
"Biochemical Systematics and Ecology",2249
Cladistics,2249
"Aquatic Conservation: Marine and Freshwater Ecosystems",2246
"ATZ - Automobiltechnische Zeitschrift",2245
"Veterinary Dermatology",2245
"Ageing International",2244
Agrekon,2244
"Survey Review",2244
"Abhandlungen aus dem Mathematischen Seminar der Universität Hamburg",2243
"Psychiatric News",2243
"Science, Technology, & Human Values",2243
"The Australian Economic Review",2243
"The Journal of Applied Behavioral Science",2243
"IEEE Internet Computing",2242
"Naval Research Logistics Quarterly",2242
"Annual Review of Physiology",2241
"Archiv für Protistenkunde",2241
"Behavioral Sciences & the Law",2241
"Journal of Burn Care & Research",2241
"Journal of Electromagnetic Waves and Applications",2241
"British Journal of Special Education",2240
"Journal of Toxicology and Environmental Health, Part A",2240
"Yearbook of Obstetrics, Gynecology and Women's Health",2240
"Contemporary Economic Policy",2239
"International Journal of Acarology",2239
"Transactions of the Institute of Measurement and Control",2239
"Academic Psychiatry",2237
"Journal of Labor Research",2237
Metals,2236
"IET Power Electronics",2235
"New Astronomy",2235
"The Japanese Journal of Special Education",2235
Bioethics,2234
"Journal of Petroleum Geology",2234
"Australian & New Zealand Journal of Criminology",2233
"Insect Molecular Biology",2233
"IEEE Technology and Society Magazine",2232
"National Productivity Review",2232
"Zeitschrift für Hygiene und Infektionskrankheiten",2232
"Journal of Energy Resources Technology",2231
Wirtschaftsdienst,2231
Anaerobe,2230
"COMPEL - The international journal for computation and mathematics in electrical and electronic engineering",2230
"Journal of Peptide Science",2230
"Nature Reviews Microbiology",2230
"Journal of Intellectual Property Law & Practice",2229
"Medicine, Science and the Law",2229
"Beilstein Journal of Organic Chemistry",2228
"Cirugía Española",2227
"Annals of Science",2226
"Clinical Materials",2226
Geoarchaeology,2226
"Cognitive Development",2225
"Communication Education",2225
"International Journal for Philosophy of Religion",2225
"Beiträge zur Klinik der Tuberkulose und spezifischen Tuberkulose-Forschung",2223
"Contemporary French Civilization",2223
"High Performance Polymers",2222
"Annals of Nutrition and Metabolism",2221
"Archive of Applied Mechanics",2221
"Journal of Histotechnology",2221
"Zeitschrift für Physik A Hadrons and nuclei",2221
"Economic Development and Cultural Change",2220
"Negotiation Journal",2219
"The Journal of Headache and Pain",2217
"Annales de l'Institut Henri Poincare (C) Non Linear Analysis",2216
"International Journal of Osteoarchaeology",2216
"Current Hypertension Reports",2215
"AJP: Lung Cellular and Molecular Physiology",2214
"Neurosurgical Focus",2214
"The China Journal",2214
"Canadian Journal of African Studies / Revue canadienne des études africaines",2213
"EURASIP Journal on Wireless Communications and Networking",2212
"Geophysical & Astrophysical Fluid Dynamics",2211
"International Journal of Computer Assisted Radiology and Surgery",2211
"Journal of Inorganic and Organometallic Polymers and Materials",2211
"Orbis Litterarum",2211
"Sleep and Breathing",2210
"Cell Death and Disease",2209
Biodegradation,2208
"Journal of Medieval History",2208
"Urban Education",2206
"Journal of Contemporary History",2205
"Applied Intelligence",2204
"Journal of Clinical and Experimental Hepatology",2204
Omega,2203
"Springer Theses",2203
"Canadian Journal of Behavioural Science/Revue canadienne des sciences du comportement",2202
"GEOCHEMICAL JOURNAL",2201
"International Journal of Social Economics",2201
"Journal of Toxicology: Clinical Toxicology",2201
"Virology Journal",2200
"Community College Journal of Research and Practice",2199
"Journal of Public Policy",2199
"Medicine - Programa de Formaci?n M?dica Continuada Acreditado",2199
"Orthopaedics & Traumatology: Surgery & Research",2199
"Physical Review E",2199
"IEEE Transactions on Energy Conversion",2198
"Blut Zeitschrift für die Gesamte Blutforschung",2197
"Asia Pacific Journal of Human Resources",2195
"Breast Cancer",2194
"Current Cardiology Reports",2193
"Journal of Design History",2193
"Acta Cytologica",2192
"Journal of Magnetic Resonance, Series A",2192
"Structural Change and Economic Dynamics",2191
"The Indian Economic & Social History Review",2191
"Missiology: An International Review",2190
"Psychiatric Quarterly",2189
"Agricultural Economics",2188
"Current Opinion in Urology",2188
"Transportation Research Procedia",2187
"International Journal of Law and Psychiatry",2186
"Journal of Crystallographic and Spectroscopic Research",2186
"Materials Research Innovations",2186
"Pigment Cell Research",2186
"Australian Social Work",2185
"Educational Review",2185
"Journal of Family Violence",2184
"Learning and Motivation",2184
"Best Practice & Research Clinical Gastroenterology",2183
"The American Journal of Drug and Alcohol Abuse",2183
"Huntington Library Quarterly",2182
"Journal of Plant Growth Regulation",2182
"The Classical Review",2182
"Yearbook of Pathology and Laboratory Medicine",2182
"Economic Papers: A journal of applied economics and policy",2181
"Annals of Medicine",2180
"Chinese Geographical Science",2180
"Czechoslovak Mathematical Journal",2180
"European Journal of Immunogenetics",2180
Nematologica,2180
"Decision Support Systems",2179
"Studia Neophilologica",2179
"Rocky Mountain Review of Language and Literature",2178
"Advances in Therapy",2177
INSIGHT,2177
"Advanced Drug Delivery Reviews",2176
"Japanese Journal of Ophthalmology",2176
"Journal of Urban Affairs",2176
"Journal of Glaciology",2175
"The Journalism Educator",2175
"Comptes Rendus Mécanique",2172
"Shock Waves",2172
"Applied Entomology and Zoology",2171
"British Journal of Pharmacology and Chemotherapy",2171
"IEEE Transactions on Circuits and Systems II: Analog and Digital Signal Processing",2171
"Sociologia Ruralis",2171
"Journal of Molecular Recognition",2170
"Biological Chemistry Hoppe-Seyler",2168
Dysphagia,2168
"Practical Anthropology",2166
"Forensic Science International: Genetics",2165
"Journal of Asian Economics",2164
"Journal of Thermal Science",2164
"Production Planning & Control",2164
"Teaching Mathematics and its Applications",2164
"The Journal of the Royal Anthropological Institute",2164
"Environment and Behavior",2163
"Lebende Sprachen",2163
"Gifted Child Quarterly",2162
"IEEE Transactions on Systems, Man, and Cybernetics - Part A: Systems and Humans",2162
"Internal and Emergency Medicine",2162
"Zeitschrift f�r Kinderheilkunde",2162
"International Social Security Review",2161
"Frontiers in Psychiatry",2160
"Journal of Comparative Physiology ? A",2160
"Oil and Energy Trends",2160
"Russian Literature",2160
"Clinical and Experimental Hypertension",2159
"Computer Methods in Biomechanics and Biomedical Engineering",2159
"Journal of Hepato-Biliary-Pancreatic Surgery",2159
"Journal of Microencapsulation",2159
"Journal of Psycholinguistic Research",2158
"Journal of Speech and Hearing Disorders",2158
"Bioprocess Engineering",2157
"Future Oncology",2157
"Journal of Systems Architecture",2155
Meteoritics,2152
"Anaesthesia & Intensive Care Medicine",2151
"Deutsche Hydrographische Zeitschrift",2151
"Informatik-Spektrum",2151
"Seminars in Hearing",2151
"Nutrient Cycling in Agroecosystems",2150
"Studies in Higher Education",2150
"Critical Social Policy",2149
"British Educational Research Journal",2148
"Current Opinion in Nephrology and Hypertension",2148
"Drugs & Aging",2148
"IEEE Transactions on Knowledge and Data Engineering",2148
"In Vitro",2148
"JSME International Journal Series B",2147
"Journal of Applied Mathematics and Computing",2147
"Sports Medicine",2147
"Clinical Pharmacokinetics",2146
"Van Nostrand's Encyclopedia of Chemistry",2146
"Journal of Management in Engineering",2145
"Instruments and Experimental Techniques",2144
"Marine Ecology",2144
"College Student Personnel Abstracts",2141
"Journal of Materials Science & Technology",2141
"Laser Physics Letters",2141
"International Transactions in Operational Research",2140
"Journal of the Iranian Chemical Society",2140
"Australian Journal of Statistics",2139
"Journal of Logic and Computation",2139
"Lab on a Chip",2139
"Numerical Functional Analysis and Optimization",2138
Nutrition,2138
"Transportation Science",2138
"The Journal of Financial and Quantitative Analysis",2137
"Current Psychology",2136
"Antarctic Science",2135
"Historische Zeitschrift",2135
"Journal of Refugee Studies",2135
"Annals of Microbiology",2134
"Food Analytical Methods",2132
"Hypertension Research",2132
"IEE Proceedings - Computers and Digital Techniques",2132
"Archiv f�r die gesamte Virusforschung",2130
"The Journal of the Australian Mathematical Society. Series B. Applied Mathematics",2130
"Wirtschaftsrechtliche Blätter",2130
"Human and Ecological Risk Assessment: An International Journal",2129
"IEEE Engineering Management Review",2129
"Management in Education",2128
"Molecular Crystals and Liquid Crystals Incorporating Nonlinear Optics",2128
"The Australasian Journal of Optometry",2128
"Developmental Genetics",2127
"Journal of Time Series Analysis",2127
"Review of Financial Studies",2127
Unfallchirurgie,2127
"Canadian Journal of Soil Science",2126
"IEEE Microwave Magazine",2126
"Advances in Polymer Technology",2125
"Nineteenth-Century Literature",2125
"Zeitschrift für Kunstgeschichte",2125
Platelets,2124
"Seminars in Hematology",2124
"Comparative Political Studies",2123
"Journal of Chemistry",2123
"Psychosocial Rehabilitation Journal",2123
"Family Court Review",2122
"Indian Journal of Rheumatology",2121
"Journal of Mechanical Working Technology",2121
"Paedagogica Historica",2121
"Yearbook of Anesthesiology and Pain Management",2121
"British Journal of Social Psychology",2120
"Bulletin Géodésique",2120
"Current Opinion in Ophthalmology",2120
"Nutrition & Food Science",2120
"The Electronic Library",2120
Biogeosciences,2119
"IBM Systems Journal",2119
"British Journalism Review",2118
"Macromolecular Theory and Simulations",2118
"Health Services Research",2116
Metascience,2116
"The Chinese-German Journal of Clinical Oncology",2116
"Journal of the History of the Behavioral Sciences",2115
"Development in Practice",2114
Flora,2114
"Yearbook of Orthopedics",2114
"2008 4th International Conference on Wireless Communications, Networking and Mobile Computing",2113
"Deutsche Zeitschrift für Philosophie",2113
"Educational Media International",2113
"Frontiers in Behavioral Neuroscience",2113
"Voix et Images",2113
Affilia,2112
"Practica oto-rhino-laryngologica. Suppl.",2112
"Blätter der DGVFM",2111
"Journal of Neuroradiology",2111
"Psychiatrische Praxis",2111
"Current Psychiatry Reports",2110
"Journal of Corporate Finance",2110
"Klinische Neurophysiologie",2110
"Occupations: The Vocational Guidance Journal",2110
"Acta Dermato Venereologica",2109
Bioelectrochemistry,2108
"Molecular Psychiatry",2108
"Development Southern Africa",2107
"InnovAiT: Education and inspiration for general practice",2107
"Journal of Astrophysics and Astronomy",2107
"Netherlands Journal of Sea Research",2107
Neuroreport,2107
